"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"24883456","NA","NA","NA","NA","NA","NA","NA","0"
"448580","N-Acetyl-L-methionine","HMDB0011745","448580","21557","C02712",NA,"CSCC[C@H](NC(C)=O)C(O)=O","1"
"92136","Aminoadipic acid","HMDB0000510","92136","37023","C00956","5496","N[C@@H](CCCC(O)=O)C(O)=O","1"
"1076","S-Acetyldihydrolipoamide","HMDB0001526","1076","16807","C01136","6299","CC(=O)SC(CCS)CCCCC(N)=O","1"
"5281207","Muscaaurin VII",NA,"5281207",NA,NA,NA,NA,"1"
"29393","Oryzalin",NA,"29393",NA,NA,NA,NA,"1"
"441151","1,2-Dihydroxydibenzothiophene",NA,"441151",NA,NA,NA,NA,"1"
"98222","NA","NA","NA","NA","NA","NA","NA","0"
"132680","N1,N12-Diacetylspermine","HMDB0002172","132680","28101","C03413","6525","CC(=O)NCCCNCCCCNCCCNC(C)=O","1"
"11318","Naphthalene-1,2-diol","HMDB0060497","11318","17435","C03012",NA,"OC1=CC=C2C=CC=CC2=C1O","1"
"99613","Lecanoric acid",NA,"99613","15871","C02868",NA,"Cc1cc(OC(=O)c2c(C)cc(O)cc2O)cc(O)c1C(=O)O","1"
"89","Hydroxykynurenine","HMDB0000732","89","1547","C02794","5700","NC(CC(=O)C1=C(N)C(O)=CC=C1)C(O)=O","1"
"46173963","NA","NA","NA","NA","NA","NA","NA","0"
"7784","Dibutyl adipate","HMDB0251172","7784",NA,"C14253",NA,"CCCCOC(=O)CCCCC(=O)OCCCC","1"
"25010757","NA","NA","NA","NA","NA","NA","NA","0"
"440569","Imidazoleacetic acid riboside","HMDB0002331","440569",NA,"C05131","6626","OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC(CC(O)=O)=C1","1"
"70914","N-Acetyl-L-glutamic acid","HMDB0001138","70914","17533","C00624","6031","CC(=O)N[C@@H](CCC(O)=O)C(O)=O","1"
"5459971","NA","NA","NA","NA","NA","NA","NA","0"
"3721046","6-Cyano-7-nitroquinoxaline-2,3-dione","HMDB0250384","3721046",NA,"C13668",NA,"[O-][N+](=O)C1=CC2=C(NC(=O)C(=O)N2)C=C1C#N","1"
"5280883","Prostaglandin G2","HMDB0003235","5280883","27647","C05956","3508","[H][C@@](CCCCC)(OO)\C=C\[C@@]1([H])[C@@]2([H])C[C@]([H])(OO2)[C@]1([H])C\C=C/CCCC(O)=O","1"
"443388","NA","NA","NA","NA","NA","NA","NA","0"
"5460588","L-Cladinose",NA,"5460588",NA,NA,NA,NA,"1"
"443418","Demethylalangiside",NA,"443418",NA,NA,NA,NA,"1"
"6140","Phenylalanine","HMDB0000159","6140","17295","C00079","28","N[C@@H](CC1=CC=CC=C1)C(O)=O","1"
"68257","NA","NA","NA","NA","NA","NA","NA","0"
"54675759","NA","NA","NA","NA","NA","NA","NA","0"
"6137","Methionine","HMDB0000696","6137","16643","C00073","5664","CSCC[C@H](N)C(O)=O","1"
"5459937","NA","NA","NA","NA","NA","NA","NA","0"
"9198","NA","NA","NA","NA","NA","NA","NA","0"
"5462416","NA","NA","NA","NA","NA","NA","NA","0"
"107541","4-Oxo-proline",NA,"107541",NA,NA,NA,NA,"1"
"11128","Linamarin","HMDB0033699","11128","16441","C01594",NA,"[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(OC(C)(C)C#N)[C@]1([H])O","1"
"439852","(3S,4R)-3,4,5-Trihydroxy-2-keto-valeric acid",NA,"439852",NA,NA,NA,NA,"1"
"5461147","N,N-Dihydroxy-tyrosine",NA,"5461147",NA,NA,NA,NA,"1"
"6930705","NA","NA","NA","NA","NA","NA","NA","0"
"5459789","(1S,2R)-3-Phenylcyclohexa-3,5-diene-1,2-diol",NA,"5459789",NA,NA,NA,NA,"1"
"4755","NA","NA","NA","NA","NA","NA","NA","0"
"3690","Ifosfamide","HMDB0015312","3690","5864","C07047",NA,"ClCCNP1(=O)OCCCN1CCCl","1"
"64959","Xanthosine","HMDB0000299","64959","18107","C01762","3408","OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=C(O)N=C2O","1"
"7293","Dimethylurea","HMDB0029198","7293","80472","C16364",NA,"CNC(=O)NC","1"
"3505109","4-Nitrocatechol","HMDB0002916","3505109","16318","C02235",NA,"OC1=C(O)C=C(C=C1)[N+]([O-])=O","1"
"4488","Niflumic Acid","HMDB0015573","4488","197010","C13698",NA,"OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1","1"
"6057","L-Tyrosine","HMDB0000158","6057","17895","C00082","34","N[C@@H](CC1=CC=C(O)C=C1)C(O)=O","1"
"439866","8-Oxodeoxycoformycin",NA,"439866",NA,NA,NA,NA,"1"
"1135","Thymine","HMDB0000262","1135","17821","C00178","290","CC1=CNC(=O)NC1=O","1"
"750","Glycine","HMDB0000123","750","15428","C00037","20","NCC(O)=O","1"
"441961","NA","NA","NA","NA","NA","NA","NA","0"
"5002","Quetiapine","HMDB0005021","5002","8707","C07397",NA,"OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12","1"
"18950","NA","NA","NA","NA","NA","NA","NA","0"
"1615","3,4-Methylenedioxymethamphetamine","HMDB0254382","1615","1391","C07577",NA,"CNC(C)CC1=CC2=C(OCO2)C=C1","1"
"38945","Tocainide","HMDB0015189","38945","9611","C07142",NA,"CC(N)C(=O)NC1=C(C)C=CC=C1C","1"
"119104","1'-Acetoxychavicol","HMDB0041006","119104","469","C10426",NA,"CC(=O)O[C@@H](C=C)C1=CC=C(OC(C)=O)C=C1","1"
"24892796","NA","NA","NA","NA","NA","NA","NA","0"
"92433","NA","NA","NA","NA","NA","NA","NA","0"
"184887","NA","NA","NA","NA","NA","NA","NA","0"
"441123","Deoxyamidinoproclavaminic acid",NA,"441123",NA,NA,NA,NA,"1"
"71968","NA","NA","NA","NA","NA","NA","NA","0"
"91679","NA","NA","NA","NA","NA","NA","NA","0"
"68085","Dictamnine","HMDB0251209","68085",NA,"C10660",NA,"COC1=C2C=COC2=NC2=CC=CC=C12","1"
"4192","Midazolam","HMDB0014821","4192","6931","C07524",NA,"CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12","1"
"473","2-Oxo-4-methylthiobutanoic acid","HMDB0001553","473","33574","C01180","6319","CSCCC(=O)C(O)=O","1"
"68499","Nicotinuric acid","HMDB0003269","68499","7563","C05380","1499","OC(=O)CNC(=O)C1=CN=CC=C1","1"
"7447","2-Methoxy-5-nitroaniline",NA,"7447",NA,NA,NA,NA,"1"
"13387","N-Methylpyrrolidin-2-one",NA,"13387",NA,NA,NA,NA,"1"
"66095","3-tert-Butyl-5-methylcatechol",NA,"66095",NA,NA,NA,NA,"1"
"10436","Orcinol",NA,"10436",NA,NA,NA,NA,"1"
"160433","NA","NA","NA","NA","NA","NA","NA","0"
"171548","Biotin","HMDB0000030","171548","15956","C00120","243","[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2","1"
"445354","Vitamin A","HMDB0000305","445354","17336","C00473",NA,"C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C","1"
"7922","Succinic anhydride","HMDB0032523","7922","36595","C19524",NA,"O=C1CCC(=O)O1","1"
"119133","N-(3-oxo-hexanoyl)-homoserine lactone",NA,"119133","29640","C11839",NA,"CCCC(=O)CC(=O)NC1CCOC1=O","1"
"16073","NA","NA","NA","NA","NA","NA","NA","0"
"7289","1,3-Dichloro-2-propanol","HMDB0244163","7289","18917","C14399",NA,"OC(CCl)CCl","1"
"3157","Doxazosin","HMDB0014728","3157","4708","C06970",NA,"COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1","1"
"8789","1,5-Diphenylcarbazide","HMDB0244234","8789","27726","C11232",NA,"O=C(NNC1=CC=CC=C1)NNC1=CC=CC=C1","1"
"6448437","NA","NA","NA","NA","NA","NA","NA","0"
"18327169","NA","NA","NA","NA","NA","NA","NA","0"
"5280569","NA","NA","NA","NA","NA","NA","NA","0"
"19003","Cyclacillin","HMDB0015135","19003","31444","C12766",NA,"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1(N)CCCCC1)C(O)=O","1"
"66308","NA","NA","NA","NA","NA","NA","NA","0"
"1140","Toluene","HMDB0034168","1140","17578","C01455",NA,"CC1=CC=CC=C1","1"
"442166","Ankorine",NA,"442166",NA,NA,NA,NA,"1"
"22197","NA","NA","NA","NA","NA","NA","NA","0"
"440173","NA","NA","NA","NA","NA","NA","NA","0"
"8742","Shikimic acid","HMDB0003070","8742","16119","C00493","338","O[C@@H]1CC(=C[C@@H](O)[C@H]1O)C(O)=O","1"
"442418","Antirrhinoside",NA,"442418",NA,NA,NA,NA,"1"
"637758","NA","NA","NA","NA","NA","NA","NA","0"
"23724732","7-Methylxanthosine","HMDB0301918","23724732","49310","C16352",NA,"CN1C=[N+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C2=C1C(=O)NC(=O)N2","1"
"185071","Tussilagine",NA,"185071",NA,NA,NA,NA,"1"
"6305","L-Tryptophan","HMDB0000929","6305","16828","C00078","5879","N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O","1"
"440294","(1R,2S)-1,2-Dihydronaphthalene-1,2-diol",NA,"440294",NA,NA,NA,NA,"1"
"597","Cytosine","HMDB0000630","597","16040","C00380","283","NC1=CC=NC(=O)N1","1"
"5281163","Ethyl tiglate","HMDB0038962","5281163","4892","C08487",NA,"CCOC(=O)C(\C)=C\C","1"
"5281860","NA","NA","NA","NA","NA","NA","NA","0"
"9548691","NA","NA","NA","NA","NA","NA","NA","0"
"10690","Gluconic acid","HMDB0000625","10690","33198","C00257","345","OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O","1"
"91528","3,4-Dihydroxyphenylglycol","HMDB0000318","91528","1387","C05576","5307","OCC(O)C1=CC(O)=C(O)C=C1","1"
"10659","Apiole","HMDB0033776","10659",NA,"C10429",NA,"COC1=C2OCOC2=C(OC)C(CC=C)=C1","1"
"955","2-succinylbenzoate","HMDB0304087","955","44788","C02730",NA,"OC(=O)CCC(=O)C1=C(C=CC=C1)C(O)=O","1"
"1141","NA","NA","NA","NA","NA","NA","NA","0"
"21470","Thalicarpine",NA,"21470",NA,NA,NA,NA,"1"
"439246","Naringenin","HMDB0002670","439246","17846","C00509","3401","OC1=CC=C(C=C1)[C@@H]1CC(=O)C2=C(O1)C=C(O)C=C2O","1"
"9223","Benzofuran","HMDB0032929","9223","35260","C14512",NA,"O1C=CC2=C1C=CC=C2","1"
"370","Gallic acid","HMDB0005807","370","30778","C01424","3295","OC(=O)C1=CC(O)=C(O)C(O)=C1","1"
"5280459","Quercitrin","HMDB0033751","5280459","17558","C01750",NA,"C[C@@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O","1"
"1549018","(Z)-3-Methyl-2-(2-pentenyl)-2-cyclopenten-1-one","HMDB0035601","1549018","6084","C08490",NA,"CC\C=C/CC1=C(C)CCC1=O","1"
"6579","Acrylamide","HMDB0004296","6579","28619","C01659",NA,"NC(=O)C=C","1"
"5699","Xanthurenic acid","HMDB0000881","5699","10072","C02470","5841","OC(=O)C1=NC2=C(O)C=CC=C2C(O)=C1","1"
"7515","N-Methylaniline","HMDB0255185","7515","15733","C02299",NA,"CNC1=CC=CC=C1","1"
"442998","Brugine",NA,"442998",NA,NA,NA,NA,"1"
"442106","Lenticin","HMDB0061115","442106","5832","C09213",NA,"C[N+](C)(C)[C@@H](CC1=CNC2=CC=CC=C12)C([O-])=O","1"
"441794","NA","NA","NA","NA","NA","NA","NA","0"
"71485","NA","NA","NA","NA","NA","NA","NA","0"
"442637","Gerrardine",NA,"442637",NA,NA,NA,NA,"1"
"3035199","NA","NA","NA","NA","NA","NA","NA","0"
"440159","Thiomorpholine 3-carboxylate","HMDB0059611","440159","17195","C03901",NA,"OC(=O)C1CSCCN1","1"
"1014","Phosphorylcholine","HMDB0001565","1014","18132","C00588","6326","C[N+](C)(C)CCOP(O)(O)=O","1"
"325700","Austrobailignan 1",NA,"325700",NA,NA,NA,NA,"1"
"6540","NA","NA","NA","NA","NA","NA","NA","0"
"6857383","2-Exo-hydroxy-1,8-cineole","HMDB0059610","6857383","16271","C03092",NA,"[H][C@]1(O)C[C@]2([H])CC[C@@]1(C)OC2(C)C","1"
"75704","9-Oxo-nonanoic acid","HMDB0094711","75704","78700","C16322",NA,"OC(=O)CCCCCCCC=O","1"
"11949595","NA","NA","NA","NA","NA","NA","NA","0"
"89594","Nicotine","HMDB0001934","89594","17688","C00745","1526","[H][C@]1(CCCN1C)C1=CC=CN=C1","1"
"77093","NA","NA","NA","NA","NA","NA","NA","0"
"91754","Pyridaben","HMDB0256960","91754","38626","C18614",NA,"CC(C)(C)N1N=CC(SCC2=CC=C(C=C2)C(C)(C)C)=C(Cl)C1=O","1"
"441781","beta-Cotonefuran",NA,"441781",NA,NA,NA,NA,"1"
"73067","NA","NA","NA","NA","NA","NA","NA","0"
"443000","NA","NA","NA","NA","NA","NA","NA","0"
"16061034","Norlinolenic acid",NA,"16061034","76235","C16344",NA,"CC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O","1"
"11671","alpha-Hydroxyisobutyric acid","HMDB0000729","11671","50129",NA,"3750","CC(C)(O)C(O)=O","1"
"13026","2,3,5-Trihydroxytoluene",NA,"13026",NA,NA,NA,NA,"1"
"6543","NA","NA","NA","NA","NA","NA","NA","0"
"16623","Hydrocortisone succinate",NA,"16623","31677","C12888",NA,"C12C(O)3(CCC4=CC(=O)CC43C)1CC2(O)C(=O)COC(=O)CCC(=O)O","1"
"337601","Amalorin",NA,"337601",NA,NA,NA,NA,"1"
"7967","Cyclohexanone","HMDB0003315","7967","17854","C00414",NA,"O=C1CCCCC1","1"
"33676","4-Ketocyclophosphamide","HMDB0060686","33676","1887","C07644",NA,"ClCCN(CCCl)P1(=O)NC(=O)CCO1","1"
"441170","NA","NA","NA","NA","NA","NA","NA","0"
"6426851","Isovalerylcarnitine","HMDB0000688","6426851","73025",NA,"5657","CC(C)CC(=O)OC(CC([O-])=O)C[N+](C)(C)C","1"
"44563198","NA","NA","NA","NA","NA","NA","NA","0"
"5280533","Isopropylmaleic acid","HMDB0012241","5280533","17275","C02631",NA,"CC(C)C(=C\C(O)=O)\C(O)=O","1"
"1751484","Ureidoacrylic acid","HMDB0341423","1751484",NA,NA,NA,"NC(=O)N\C=C\C(O)=O","1"
"4940","Propiomazine","HMDB0014915","4940","8491","C07405",NA,"CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CC(C)N(C)C)C=C1","1"
"45485025","NA","NA","NA","NA","NA","NA","NA","0"
"9085","Homo-L-arginine","HMDB0000670","9085","27747","C01924","5640","N[C@@H](CCCCNC(N)=N)C(O)=O","1"
"14349","N-Benzyloxycarbonylglycine",NA,"14349",NA,NA,NA,NA,"1"
"10658","Angelicin","HMDB0033930","10658","28928","C09060",NA,"[H]C1=C([H])C2=C(O1)C([H])=C([H])C1=C2OC(=O)C([H])=C1[H]","1"
"10178","N-Methyl-N-picrylnitramine",NA,"10178",NA,NA,NA,NA,"1"
"10023290","NA","NA","NA","NA","NA","NA","NA","0"
"440847","N2-Succinylglutamate",NA,"440847",NA,NA,NA,NA,"1"
"61205","NA","NA","NA","NA","NA","NA","NA","0"
"440189","NA","NA","NA","NA","NA","NA","NA","0"
"453","NA","NA","NA","NA","NA","NA","NA","0"
"3080635","NA","NA","NA","NA","NA","NA","NA","0"
"62103","NA","NA","NA","NA","NA","NA","NA","0"
"11439","Tubulosine",NA,"11439","9775","C09248",NA,NA,"1"
"5273568","NA","NA","NA","NA","NA","NA","NA","0"
"47445","Triflumuron","HMDB0259200","47445","39388","C18615",NA,"OC(=NC(=O)NC1=CC=C(OC(F)(F)F)C=C1)C1=CC=CC=C1Cl","1"
"7576","NA","NA","NA","NA","NA","NA","NA","0"
"151066","3-Methyldioxyindole","HMDB0004186","151066","28254","C05834","7024","CC1(O)C(=O)NC2=CC=CC=C12","1"
"439717","3-Oxododecanoic acid","HMDB0010727","439717","18037","C02367",NA,"CCCCCCCCCC(=O)CC(O)=O","1"
"213144","Butyrylcarnitine","HMDB0002013","213144","21949","C02862","6436","CCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C","1"
"7618","Triethanolamine","HMDB0032538","7618","28621","C06771",NA,"OCCN(CCO)CCO","1"
"588","Creatinine","HMDB0000562","588","16737","C00791","8","CN1CC(=O)NC1=N","1"
"3032309","Maleic acid homopolymer","HMDB0036232","3032309","23812","C00922",NA,"C\C(=C(/C)C(O)=O)C(O)=O","1"
"68284","NA","NA","NA","NA","NA","NA","NA","0"
"849","Pipecolic acid","HMDB0000070","849","17964","C00408","50","OC(=O)C1CCCCN1","1"
"72259","Fagomine","HMDB0033453","72259","4969","C10144",NA,"OC[C@H]1NCC[C@@H](O)[C@@H]1O","1"
"243756","NA","NA","NA","NA","NA","NA","NA","0"
"5281030","(9Z)-(7S,8S)-Dihydroxyoctadecenoic acid",NA,"5281030","448","C07355",NA,"CCCCCCCC/C=C\(O)(O)CCCCCC(=O)O","1"
"535","1-Aminocyclopropanecarboxylic acid","HMDB0036458","535","18053","C01234",NA,"NC1(CC1)C(O)=O","1"
"4463","Nevirapine","HMDB0014383","4463","63613","C07263",NA,"CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1","1"
"163834","NA","NA","NA","NA","NA","NA","NA","0"
"46878444","NA","NA","NA","NA","NA","NA","NA","0"
"2735620","4-Bromophenylthiourea",NA,"2735620",NA,NA,NA,NA,"1"
"439903","5-Acetamidovalerate","HMDB0012175","439903","2024","C03087",NA,"CC(=O)NCCCCC(O)=O","1"
"5360621","Morphine-6-glucuronide","HMDB0041937","5360621",NA,"C16578",NA,"CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@@H]2C=C[C@@H]4O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)=C35","1"
"7526","N-Nitrosopiperidine","HMDB0243970","7526","76324","C19284",NA,"O=NN1CCCCC1","1"
"6995182","NA","NA","NA","NA","NA","NA","NA","0"
"261000","17beta-Hydroxy-17-methylestra-4,9,11-trien-3-one",NA,"261000",NA,NA,NA,NA,"1"
"159646","Lycobetaine",NA,"159646",NA,NA,NA,NA,"1"
"15553","Clopyralid","HMDB0244780","15553","62961","C18779",NA,"OC(=O)C1=NC(Cl)=CC=C1Cl","1"
"54611","7-Hydroxymethyl-12-methylbenz[a]anthracene sulfate","HMDB0060420","54611","82560","C19562",NA,"CC1=C2C3=CC=CC=C3C=CC2=C(COS(O)(=O)=O)C2=CC=CC=C12","1"
"156777","Cyclokievitone","HMDB0033983","156777","4019","C10207",NA,"CC1(C)OC2=CC(O)=C3C(=O)C(COC3=C2C=C1)C1=CC=C(O)C=C1O","1"
"111","Ureidopropionic acid","HMDB0000026","111","18261","C02642","5097","NC(=O)NCCC(O)=O","1"
"158980","Methionine sulfoxide","HMDB0002005","158980","17016","C02989","6428","CS(=O)CC[C@H](N)C(O)=O","1"
"142752","n-decanohydroxamic acid",NA,"142752","32350","C12889",NA,"CCCCCCCCCC(=O)NO","1"
"6435894","NA","NA","NA","NA","NA","NA","NA","0"
"126919","NA","NA","NA","NA","NA","NA","NA","0"
"11953821","Decanoylcarnitine","HMDB0000651","11953821","28717","C03299","5623","CCCCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C","1"
"8051","2-Heptanone","HMDB0003671","8051","5672","C08380",NA,"CCCCCC(C)=O","1"
"1057","1,2,3-Trihydroxybenzene","HMDB0013674","1057","16164","C01108",NA,"[H]OC1=CC=CC(O[H])=C1O[H]","1"
"8194","Lauric aldehyde","HMDB0033933","8194","27836","C02278",NA,"CCCCCCCCCCCC=O","1"
"26934","Phenylpropanolamine","HMDB0001942","26934","36","C02343","1846","C[C@@H](N)[C@@H](O)C1=CC=CC=C1","1"
"3032604","NA","NA","NA","NA","NA","NA","NA","0"
"442878","Zinnimidine",NA,"442878",NA,NA,NA,NA,"1"
"8955","Pregnenolone","HMDB0000253","8955","16581","C01953","5257","[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","1"
"7823","NA","NA","NA","NA","NA","NA","NA","0"
"11378442","NA","NA","NA","NA","NA","NA","NA","0"
"247","Betaine","HMDB0000043","247","41139","C00719","287","C[N+](C)(C)CC(O)=O","1"
"803","Indolepyruvate","HMDB0060484","803","29750","C00331",NA,"OC(=O)C(=O)CC1=CNC2=C1C=CC=C2","1"
"656498","NA","NA","NA","NA","NA","NA","NA","0"
"1221","alpha-AMINO-3-HYDROXY-5-METHYL-4-ISOXAZOLEPROPIONIC ACID","HMDB0248356","1221",NA,"C13672",NA,"CC1=C(CC(N)C(O)=O)C(=O)NO1","1"
"1355","m-chlorophenylpiperazine (m-CPP)","HMDB0061008","1355","10588","C11738",NA,"ClC1=CC(=CC=C1)N1CCNCC1","1"
"5281707","Coumesterol","HMDB0002326","5281707","3908","C10205",NA,"OC1=CC2=C(C=C1)C1=C(O2)C2=C(OC1=O)C=C(O)C=C2","1"
"6839","Phensuximide","HMDB0014970","6839","149869","C07437",NA,"CN1C(=O)CC(C1=O)C1=CC=CC=C1","1"
"188824","Propionylcarnitine","HMDB0000824","188824","53210","C03017","5787","CCC(=O)O[C@H](CC(O)=O)C[N+](C)(C)C","1"
"15091","Cycloheptanecarboxylic acid",NA,"15091",NA,NA,NA,NA,"1"
"442419","6-Methoxytaxifolin",NA,"442419",NA,NA,NA,NA,"1"
"439661","Acetylagmatine",NA,"439661",NA,NA,NA,NA,"1"
"123991","2-Aminoacrylic acid","HMDB0003609","123991","17123","C02218",NA,"NC(=C)C(O)=O","1"
"5280383","Leukotriene A4","HMDB0001337","5280383","15651","C00909","3449","CCCCC\C=C/C\C=C/C=C/C=C/[C@@H]1O[C@H]1CCCC(O)=O","1"
"439235","L-Aspartate-semialdehyde","HMDB0012249","439235","18051","C00441",NA,"N[C@@H](CC=O)C(O)=O","1"
"266","NA","NA","NA","NA","NA","NA","NA","0"
"586","Creatine","HMDB0000064","586","16919","C00300","7","CN(CC(O)=O)C(N)=N","1"
"2912","(1S,3S)-(R)-Cyano(3-phenoxyphenyl)methyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate","HMDB0243566","2912","4042","C10984",NA,"CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1","1"
"439964","NA","NA","NA","NA","NA","NA","NA","0"
"168082","NA","NA","NA","NA","NA","NA","NA","0"
"9543177","4-Acetamido-2-amino-6-nitrotoluene","HMDB0060384","9543177","20302","C16420",NA,"CC(O)=NC1=CC(N)=C(C)C(=C1)N(=O)=O","1"
"192878","N-Acetyl-L-glutamate 5-semialdehyde","HMDB0006488","192878","16319","C01250",NA,"CC(=O)N[C@@H](CCC=O)C(O)=O","1"
"637511","Cinnamaldehyde","HMDB0003441","637511","16731","C00903","6931","O=C\C=C\C1=CC=CC=C1","1"
"23663973","Sulbactam sodium",NA,"23663973",NA,NA,NA,NA,"1"
"115121","NA","NA","NA","NA","NA","NA","NA","0"
"11349","3-Hydroxyflavone","HMDB0031816","11349","5078","C01495",NA,"OC1=C(OC2=CC=CC=C2C1=O)C1=CC=CC=C1","1"
"394146","NA","NA","NA","NA","NA","NA","NA","0"
"8280","Paramethadione","HMDB0014755","8280","250989","C07411",NA,"CCC1(C)OC(=O)N(C)C1=O","1"
"439428","Naphthalene-1,3,8-triol",NA,"439428",NA,NA,NA,NA,"1"
"4762","11b-Hydroxyandrost-4-ene-3,17-dione","HMDB0006773","4762","8067","C05284",NA,"[H][C@@]12CCC(=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"72724","NA","NA","NA","NA","NA","NA","NA","0"
"6805","NA","NA","NA","NA","NA","NA","NA","0"
"443396","Propantheline chloride",NA,"443396",NA,NA,NA,NA,"1"
"441447","(S)-Homostachydrine","HMDB0033433","441447",NA,"C08283",NA,"C[N+]1(C)CCCC[C@H]1C([O-])=O","1"
"439915","L-Iduronate 2-sulfate",NA,"439915",NA,NA,NA,NA,"1"
"72881","NA","NA","NA","NA","NA","NA","NA","0"
"9552079","NA","NA","NA","NA","NA","NA","NA","0"
"23694671","NA","NA","NA","NA","NA","NA","NA","0"
"16058","NA","NA","NA","NA","NA","NA","NA","0"
"5281130","NA","NA","NA","NA","NA","NA","NA","0"
"32154","NA","NA","NA","NA","NA","NA","NA","0"
"2479","Butabarbital","HMDB0014382","2479","3228","C07827",NA,"CCC(C)C1(CC)C(=O)NC(=O)NC1=O","1"
"10788","Dazomet","HMDB0250885","10788","75212","C18457",NA,"CN1CSC(=S)N(C)C1","1"
"26623","Mercury","HMDB0003625","26623","16793","C00703",NA,"[Hg++]","1"
"439778","4-Hydroxybut-2-ynal",NA,"439778",NA,NA,NA,NA,"1"
"3463","Gemfibrozil","HMDB0015371","3463","5296","C07020",NA,"CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1","1"
"35703","7-Ethoxycoumarin","HMDB0247248","35703","28184","C11052",NA,"CCOC1=CC=C2C=CC(=O)OC2=C1","1"
"5284627","Topiramate","HMDB0005034","5284627","63631","C07502",NA,"[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2","1"
"442173","Bakkenolide A",NA,"442173",NA,NA,NA,NA,"1"
"14256","Dodecanamide","HMDB0251566","14256","34726","C13831",NA,"CCCCCCCCCCCC(N)=O","1"
"10168","Rhein","HMDB0032876","10168","8825","C10401",NA,"OC(=O)C1=CC2=C(C(O)=C1)C(=O)C1=C(C=CC=C1O)C2=O","1"
"24066","Zalcitabine","HMDB0015078","24066","10101","C07207",NA,"NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1","1"
"743","Glutaric acid","HMDB0000661","743","17859","C00489","3254","OC(=O)CCCC(O)=O","1"
"442077","Eseramine",NA,"442077",NA,NA,NA,NA,"1"
"496","N1-Acetylspermidine","HMDB0001276","496","17927","C00612","3323","CC(=O)NCCCNCCCCN","1"
"318324","(2R,3R,4S,5R)-2-Amino-3,4,5,6-tetrahydroxyhexanal","HMDB0242589","318324",NA,NA,NA,"NC(C=O)C(O)C(O)C(O)CO","1"
"134601","Aspartame","HMDB0001894","134601","2877","C11045","6377","COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O","1"
"15115","NA","NA","NA","NA","NA","NA","NA","0"
"74300","10-Hydroxydecanoic acid","HMDB0244272","74300","17409","C02774",NA,"OCCCCCCCCCC(O)=O","1"
"3034465","NA","NA","NA","NA","NA","NA","NA","0"
"21718008","NA","NA","NA","NA","NA","NA","NA","0"
"4616","Oxazepam","HMDB0014980","4616","7823","C07359",NA,"OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2","1"
"10065132","NA","NA","NA","NA","NA","NA","NA","0"
"68271","NA","NA","NA","NA","NA","NA","NA","0"
"9679","5-Aminoimidazole-4-carboxamide","HMDB0003192","9679","2030","C04051","629","NC(=O)C1=C(N)N=CN1","1"
